address,flag,avgTimeBetweenSentTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqRecAddress,numUniqSentAddress,minValReceived,maxValReceived,avgValReceived,minValSent,maxValSent,avgValSent,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,1,211.266968,14963617.70297,5.0,221,101,0,99,74,0.00832,64.019675,4.966275,0.0,482.0,2.891662,322,639.0573674799998,501.5937353187587,0.0,-137.4636321612411
0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd,1,243951.571429,41876374.666667,116.0,28,36,0,30,25,0.006667,20.00194,1.443682,0.0,51.25,1.855926,64,51.96593795560836,51.97254159460835,0.0,0.0066036389999908
0xf9fe85e19bd533c69067c6e2ff02727d40a54100,1,0.0,100538586.266667,1345.0,1,15,0,15,1,0.5,7.9,1.850493,27.751,27.751,27.751,16,27.751,27.7573979,0.0,0.006397899999996
0xf0a924661b0263e5ce12756d07f45b8668c53380,1,0.0,41561.309659,339.0,0,704,1,466,0,0.0,211.0,1.724272,0.0,0.0,0.0,705,0.0,1213.8873938742645,0.0,1213.8873938742645
0x4423b4d5174dd6fca701c053bf48faeaaaee59f0,1,1246.5,0.0,1.0,8,1,0,1,7,0.15,0.15,0.15,0.0,350.0,123.25,9,986.0,0.15,0.0,-985.85
0x89c98cc6d9917b615257e5704e83906402f0f91f,1,562774.212121,33392416.666667,217.0,33,45,0,37,28,0.014304,499.0,17.759977,0.0,561.8,24.216943,78,799.1591238600246,799.1989844460245,0.0,0.0398605859999179
0x4a0d27a1044dd871a93275de5109e5f5efc4d46e,1,567675.969697,23115316.138462,220.0,33,65,0,54,31,0.002008,709.573978,19.677775,0.0,1276.0,38.758289,98,1279.0235515023746,1279.055397342375,0.0,0.0318458400004146
0x3681828da105fc3c44e212f6c3dc51a0a5a6f5c6,1,380658.162791,29145255.358491,672.0,43,53,0,45,34,0.0,236.061489,20.492319,0.0,1084.5,25.257029,96,1086.0522642715423,1086.092910876542,0.0,0.0406466049996652
0xe4fa5149306b12d51dc0d04e5e95bc9704ccaad7,1,43645.583333,107286594.857143,21.0,36,14,0,13,35,0.096643,86.356173,9.117069,0.0,70.0,3.544755,50,127.61119533783808,127.63896002583807,0.0,0.0277646880000048
0x1e80dad60d19fb8159af3f440a8ceaa0e5581847,1,874536.52381,36655239.536585,215.0,21,41,0,35,20,0.007,257.675164,14.850349,0.0,607.5,28.992613,62,608.8448758850498,608.8643103920498,0.0,0.0194345070000281
0x52b7c8857be3853fa68e09d9ba7a9adf075040ea,1,0.0,1991.357143,1.0,0,28,1,6,0,0.0,3.3125,0.243823,0.0,0.0,0.0,29,0.0,6.827057,0.0,6.827057
0x3b0009071a0a9983e9aab537fd8c9ad478310aeb,1,0.0,2367261.275,1096.0,0,40,1,30,0,0.0,11.775,1.180752,0.0,0.0,0.0,41,0.0,47.23007095802725,0.0,47.23007095802725
0xc38d14bf89e0001260bb349a006d7e491e5f43ad,1,81309.833333,35828289.690476,68.0,36,42,4,40,17,0.02355,150.0,6.660813,0.0,147.0,9.066568,82,326.39643200000006,279.7541548,0.0,-46.64227720000008
0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,1,27189.345455,5196984.250859,135.0,330,291,0,244,130,0.004031,194.843084,3.033368,0.0,1082.0,3.383122,621,1116.4303834033367,882.7100174717216,0.0,-233.7203659316151
0xd9932453997ddf36fe114c9f22bebb9ee77b2921,1,0.0,751763586.5,3.0,1,2,0,2,1,0.439559,1.355309,0.897434,1.794427,1.794427,1.794427,3,1.794427,1.794868,0.0,0.0004410000000001
0x68b0e0db7918c0211ea1fb78292a879839137dd0,1,244741.666667,15342951.520408,209.0,72,98,0,89,67,0.001025,85.228662,4.393417,0.0,429.5,5.978986,170,430.4870056104704,430.5548345424705,0.0,0.0678289320000544
0xf902aa3a62f9e28878129e1a8f1eb71e4fd7a88c,1,188739.846154,17534987.153846,1116.0,13,91,0,48,5,0.0002,86.862386,1.930408,0.0,174.341246,13.514005,104,175.68206320000004,175.6671465282146,0.0,-0.0149166717854427
0x1086feeb031e45e8fcd770662aa8302d7c23ba1f,1,32003.555133,29504846.568627,119.0,263,51,0,43,60,0.006697,100.140366,4.283776,0.0,50.0,1.26403,314,332.4399999999999,218.4725976003354,0.0,-113.96740239966448
0x685445fe51b31790538890a6468851afbf7a0519,1,149599.022472,19583328.792208,203.0,89,77,0,69,86,0.00374,40.19783,2.210982,0.0,169.4,1.91317,166,170.27209402386652,170.24559777638,0.0,-0.0264962474865058
0xc5d65deff5d1373f8b19aa8be528e9c3599013ba,1,0.0,100268303.333333,36.0,1,15,0,13,1,0.20375,37.0,7.685379,115.28,115.28,115.28,16,115.28,115.28068525119998,0.0,0.0006852511999824
0x6fcf42fcd9c6a54b64d1b52083700142952a2805,1,8463529.0,150419238.0,241.0,2,10,0,9,2,0.2,10.0,1.934,8.338509,11.0,9.669255,12,19.338509,19.34,0.0,0.0014909999999979
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,1,190588.88,21527709.414286,195.0,75,70,0,61,70,0.000972,141.0,5.238864,0.0,365.3,4.888695,145,366.6521131275685,366.72044608256846,0.0,0.0683329550000166
0x44a7ff01f7d38c73530c279e19d31527bdcf8c78,1,189569.0,16951955.255556,265.0,7,90,0,84,6,0.003608,200.0,4.678927,0.0,416.5,60.157251,97,421.1007570814174,421.1034418904173,0.0,0.002684808999902
0x1de23f02e185fdc4f6bacc98d6c6419370e38538,1,0.0,3615.866667,2.0,0,30,1,28,0,0.031,76.0,6.03313,0.0,0.0,0.0,31,0.0,180.99390648764376,0.0,180.99390648764376
0x6506827d91659e871fc7267160ba1c3407195270,1,649.628571,75239638.0,1.0,35,20,0,17,16,0.00741,39.8,6.129262,0.0,202.0,5.846967,55,204.6438513564958,122.58523636355268,0.0,-82.05861499294312
0xf1e250f2a27ab7ec5b82b287f2799260448cd51d,1,0.0,215004945.0,5.0,1,7,0,6,1,0.00237,5.0,1.089296,7.6,7.6,7.6,8,7.6,7.62507332,0.0,0.0250733200000006
0xfbf6f29c126382cf15795bb209ee506a174cc709,1,3142000.4,36721517.756098,194.0,5,41,0,41,5,0.164,100.0,16.675807,0.0,683.65,136.741102,46,683.705509167,683.7080999999998,0.0,0.0025908329998856
0x7cbc4e0d168744912c5afc081499145bbdc51e69,1,405.009615,26395737.0,3.0,208,57,0,45,54,0.008779,21.049187,1.884695,0.0,74.0,1.295493,265,269.46252878527844,107.42760463584288,0.0,-162.03492414943554
0x57b818a1070373e21fcedf48d4368e1703c75852,1,0.0,0.0,1.0,0,1,1,1,0,0.03,0.03,0.03,0.0,0.0,0.0,2,0.0,0.03,0.0,0.03
0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28,1,0.0,23316.851852,8.0,0,27,1,26,0,0.01,1000.0,43.10756,0.0,0.0,0.0,28,0.0,1163.9041282770015,0.0,1163.9041282770015
0x8369f6723c4792b41d4af4190662269431ee5b0b,1,0.0,88528749.235294,13.0,1,17,0,17,1,0.04,10.5,1.871013,31.806779,31.806779,31.806779,18,31.806779,31.807220000000004,0.0,0.0004410000000056
0x57d02550f47dd932d2fb84e0aa883c9d8d53c313,1,0.0,10978.944444,3.0,0,18,1,16,0,0.01,2.5,0.662795,0.0,0.0,0.0,19,0.0,11.930301985,0.0,11.930301985
0xf8e676094628776690dbf83fa31f08aa14fd3fb8,1,78924.466667,752401554.0,14.0,15,2,3,2,4,0.8,4.04141,2.420705,0.0,4.266684,0.317779,20,4.766684133,4.84141026,0.0,0.0747261269999999
0xc4b51a247514901faf1b6b1da9f0836066e64407,1,0.0,0.0,1.0,0,1,0,1,0,1e-05,1e-05,1e-05,0.0,0.0,0.0,1,0.0,1e-05,0.0,1e-05
0xcbcd4b518890429c0ffef3d782ed99b3adff009b,1,0.0,51925263.172414,188.0,1,29,0,29,1,1e-06,20.0,5.123842,148.59098,148.59098,148.59098,30,148.5909801402,148.5914211402,0.0,0.000440999999995
0xad0c88f3313abbce2185597e87a15f764e948a46,1,0.0,137467229.272727,185.0,1,11,0,10,1,0.1,80.0,9.549146,105.040165,105.040165,105.040165,12,105.04016469,105.04060569,0.0,0.0004410000000092
0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,1,7123048.0,26414625.649123,253.0,3,57,0,53,3,0.0,15.2,2.345617,0.0,133.69,44.566422,60,133.699265898,133.700186003,0.0,0.0009201050000058
0xd821dfb705333d2c16e0c0c0be75ce360cca566a,1,0.0,501747164.666667,14.0,1,3,0,3,1,1.0,3.0,1.833333,5.499,5.499,5.499,4,5.499,5.5,0.0,0.0010000000000003
0x052f585fa599bfb4bed290ff30c057627ccd8059,1,0.0,752577440.0,3.0,1,2,0,2,1,0.004,0.12,0.062,0.1,0.1,0.1,3,0.1,0.124,0.0,0.0239999999999999
0x7fbf068316c5806a62d549441ae82b00fdb10de1,1,0.0,301055641.8,3.0,1,5,0,5,1,0.9,2.0,1.238531,6.192214,6.192214,6.192214,6,6.19221388,6.19265488,0.0,0.0004410000000003
0x2d4498a2cf71f5b0946f0ebcfff97ca9d0cd5d04,1,19616.0,0.0,1.0,2,1,0,1,2,2.084104,2.084104,2.084104,0.144871,1.93,1.037435,3,2.07487085,2.08410367,0.0,0.0092328200000002
0xbe3364dfb8158a3e452ff96aeb247bf3f5f019b5,1,0.0,215049944.857143,52.0,1,7,0,6,1,10.0,32.0,17.428571,121.99,121.99,121.99,8,121.99,122.0,0.0,0.0100000000000051
0x1e75f03ff928bca6c1692179679afc0223d7824f,1,0.0,0.0,20.0,1,1,0,1,1,13.0,13.0,13.0,12.99,12.99,12.99,2,12.99,13.0,0.0,0.0099999999999997
0x7a18cfc4a36e48163034e51a9ed19d4bdea05f6f,1,0.0,18230.0,2.0,0,5,1,3,0,0.01,3.744508,0.810902,0.0,0.0,0.0,6,0.0,4.0545075546,0.0,4.0545075546
0x5e5d6f6706420f932d796c0f28a83b26dabcfd8d,1,0.0,310.705882,1.0,0,17,1,15,0,0.01,10.0,2.140515,0.0,0.0,0.0,18,0.0,36.388760018,0.0,36.388760018
0x8b3b831d767fad1ab0ad52a38777acb98630f8a7,1,9769.142857,501833607.0,2.0,7,3,0,3,3,0.05,0.234,0.128,0.0,0.333,0.053143,10,0.372,0.384,0.0,0.012
0x008f3db10374099a11ec263415cb88c952abeedc,1,393364.625,301112094.6,38.0,8,5,0,4,8,0.0001,50.0,23.40002,11.996572,15.0,14.624572,13,116.996572,117.0001,0.0,0.0035280000000028
0x4da9608f15c504a2b5c46491d9ccf257c5e2ff71,1,0.0,150593303.9,181.0,1,10,0,10,1,0.02,10.0,2.313479,23.134347,23.134347,23.134347,11,23.1343472104,23.1347882104,0.0,0.000440999999995
0x34743ffa1f93e745668725e44efeb3c50a237796,1,0.0,94129252.1875,10.0,1,16,0,16,1,0.108,9.999559,1.77715,28.433,28.433,28.433,17,28.433,28.434401649,0.0,0.0014016490000017
0x8ee2ba41ef59b5773e5909451e0b8bad4e59a81b,1,0.0,0.0,50.0,1,1,0,1,1,7.0,7.0,7.0,6.99,6.99,6.99,2,6.99,7.0,0.0,0.0099999999999997
0x1c50139c266559b29d7cb27635e0da13bef76a09,1,1311521.5,100399248.8,34.0,2,15,0,14,2,0.1,7.0,1.826433,12.9,14.49,13.695,17,27.39,27.3965023530025,0.0,0.0065023530024994
0xaff9e40f9b245b15a1d1bb45516ca213e682fa81,1,1159539.5,68471764.954545,34.0,2,22,0,21,2,0.02,3.481186,0.789087,6.997,10.3599,8.67845,24,17.3569,17.359905362694015,0.0,0.0030053626940151
0xe9aa3a74e3d62274f221eca42736cadc14ccffaf,1,0.0,215131147.0,178.0,1,7,0,7,1,0.05,6.0,2.321429,16.249559,16.249559,16.249559,8,16.249559,16.25,0.0,0.0004409999999985
0xca4da1753336aa8340710e0e1a8c0bee2bfbf56c,1,528816.6,79266342.947368,34.0,5,19,0,18,4,0.005,19.988068,3.532251,9.110564,14.5,13.422113,24,67.11056357116168,67.1127685711617,0.0,0.0022050000000177
0xabc490af011c8e354b7d2112648883fe9e511695,1,0.0,71710153.809524,13.0,1,21,0,21,1,0.005,10.98,2.471269,51.89,51.89,51.89,22,51.89,51.89664248800197,0.0,0.0066424880019724
0xfad17c9da2bebf758e3bc0c99d1abe8af7e96ed1,1,12171461.0,301204544.0,284.0,2,5,0,4,2,1e-05,5.0,1.043461,1.813,3.4,2.6065,7,5.213,5.2173068485142,0.0,0.0043068485141999
0xfc74fb0d5df08ec546a3da18ccc7fbcbe031f5d8,1,0.0,0.0,1.0,0,1,0,1,0,0.003781,0.003781,0.003781,0.0,0.0,0.0,1,0.0,0.0037811472000604,0.0,0.0037811472000604
0x62ee4a3c690c9660762c52bf1a232365c86c879b,1,0.0,150638434.7,34.0,1,10,0,10,1,0.036364,2.0,0.644279,6.442345,6.442345,6.442345,11,6.442345019,6.442786019000001,0.0,0.0004410000000003
0x7e3d7d8e31b3f472fcd3c1552a9f009131c50c6c,1,209783.017857,12685270.02521,162.0,56,119,0,103,55,0.006509,308.0,4.719694,0.0,561.4,10.028674,175,561.6057401007229,561.6435849247227,0.0,0.0378448239998761
0x29e225d888cf11c5e67613bffd30bcf071eb3d4a,1,107351.826087,13518456.160714,99.0,69,112,0,98,56,0.003904,25.001033,1.079788,0.0,102.0,1.751049,181,120.82238486884118,120.93622852084118,0.0,0.1138436519999999
0x6d0b90ea2951ca5ad3abdb606e4146e9765f1ee4,1,124365.333333,12624709.0,79.0,51,120,0,105,42,0.002055,30.43,0.787923,0.0,95.7,1.882641,171,96.01467637282758,94.55070185882757,0.0,-1.4639745140000144
0x64f3502c4b6b7e7f106e7ab1f175a4e2c2fde45f,1,116260.0625,10749838.574468,73.0,48,141,0,130,42,0.0,17.1,0.507541,0.0,69.2,1.489972,189,71.51865729875676,71.56322957575674,0.0,0.0445722769999719
0x17bd6f815fb71a77dc20e12177c4d763a3f67632,1,0.0,0.0,1.0,1,1,0,1,1,1.0,1.0,1.0,0.999559,0.999559,0.999559,2,0.999559,1.0,0.0,0.000441
0x143494359bbacc878308075c1c9fa05fcda96651,1,0.0,0.0,1.0,1,1,0,1,1,3.45,3.45,3.45,3.449559,3.449559,3.449559,2,3.449559,3.45,0.0,0.0004410000000003
0x920adc9a060cda345fdec2fdebad6ebf38edf83d,1,1373329.5,167517462.666667,56.0,2,9,0,9,2,0.06,10.0,1.587729,2.499118,11.789559,7.144338,11,14.288677,14.289559,0.0,0.0008820000000007
0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,1,0.0,5064.083333,2.0,0,24,1,9,0,0.01,4.0,0.325208,0.0,0.0,0.0,25,0.0,7.805,0.0,7.805
0xf9a5139e42c3ca13d5b24d23ab2b18c278805dc4,1,0.0,376762829.75,4.0,1,4,0,4,1,1.0,15.0,7.375,29.499559,29.499559,29.499559,5,29.499559,29.5,0.0,0.0004409999999985
0x8cf893f11f6037b14f0f827b9ed6aeef38931fb4,1,0.0,68577492.318182,122.0,1,22,0,22,1,0.01,29.0,3.959334,87.096356,87.096356,87.096356,23,87.096356056,87.10535605600002,0.0,0.0090000000000145
0x05dd62c007cde143b402fa5da3937c40c70b4b14,1,535292.0,14663653.718447,89.0,8,103,0,101,5,0.005,420.0,6.07761,0.0,250.0,78.248789,111,625.9903130405735,625.9938805625735,0.0,0.0035675220000257
0x88698a2ff09506596a88a1af9d103a420ba46a3e,1,0.0,502349478.0,1.0,1,3,0,3,1,1.4,2.0,1.666667,4.999559,4.999559,4.999559,4,4.999559,5.0,0.0,0.0004410000000003
0x8374aa52bf36eabca06e33c4163a081f53e39aa3,1,0.0,115995696.538462,12.0,1,13,0,12,1,0.1,10.0,3.436865,44.67,44.67,44.67,14,44.67,44.67924914,0.0,0.0092491400000014
0x49311a81f5f5df6c109599ed5d7413d85b8bca18,1,0.0,502666396.666667,1.0,1,3,0,1,1,0.5,0.5,0.5,1.499559,1.499559,1.499559,4,1.499559,1.5,0.0,0.0004409999999999
0x3aa65f17cde339df49afd2f88b3c8495842d5fb0,1,81855.6,251355785.166667,5.0,5,6,0,5,3,0.022,50.0,9.037393,1.0,25.0,10.8444,11,54.222,54.224358,0.0,0.0023580000000009
0x37c81cc9ff71d0f97849a947bf22e8e529b72230,1,41208.757576,58034871.269231,44.0,66,26,0,22,47,0.079358,23.574762,3.324544,0.0,82.0,1.30697,92,86.25999999999998,86.4381349197102,0.0,0.1781349197102173
0xef57aa4b57587600fc209f345fe0a2687bc26985,1,30472.733333,2788799.332717,34.0,15,541,0,471,3,0.0,216.0,3.392193,0.003318,300.0,122.34467,556,1835.17005648149,1835.1766714814896,0.0,0.0066149999995559
0xb7c4a4341c0a03460b6cec4fa997dd2d748ce281,1,208967.666667,62876417.5,16.0,3,24,0,24,3,0.01,150.0,8.757844,30.177,105.0,70.059,27,210.177,210.188266728,0.0,0.0112667279999811
0x3639b8b8eda816b2cb62b65159a183972a3cf863,1,0.0,151135086.6,149.0,1,10,0,10,1,0.29863,51.0,9.351863,93.518189,93.518189,93.518189,11,93.51818879941597,93.51862979941596,0.0,0.000440999999995
0xd3d7c71e4c5b1ff2f42fbb9b4a21f3373aa8b3b0,1,0.0,377624117.0,47.0,1,4,0,4,1,0.16979,10.0,3.792448,15.16958,15.16958,15.16958,5,15.16958,15.16979,0.0,0.0002099999999991
0xaf31bf4fa017768e6426308cf17e16d633700265,1,545901.3,0.0,64.0,10,1,0,1,9,5.5,5.5,5.5,0.01,3.5,0.549489,11,5.494886499999999,5.5,0.0,0.0051135000000011
0x8dcdb7fc9f541825ba57fb47d5204317fc609590,1,0.0,0.0,1.0,1,1,0,1,1,3.0,3.0,3.0,2.999559,2.999559,2.999559,2,2.999559,3.0,0.0,0.0004409999999999
0xef6805af393c34fe772f8d827a5d26685215612a,1,0.0,754287403.5,1.0,1,2,0,2,1,0.1,3.0,1.55,3.099559,3.099559,3.099559,3,3.099559,3.1,0.0,0.0004409999999999
0x62404bfb3e1c464f17e3af0c139e39d0703ae4a1,1,0.0,75429163.3,6.0,1,20,0,18,1,0.516024,70.97937,9.342433,186.84833,186.84833,186.84833,21,186.84832970308167,186.84866570308165,0.0,0.0003359999999759
0x9a95f2ca24d1dcb01048e0623f63f9d174237deb,1,0.0,0.0,4.0,1,1,0,1,1,15.0,15.0,15.0,14.999559,14.999559,14.999559,2,14.999559,15.0,0.0,0.0004410000000003
0x1b42bf30cd988ad20500ce47cce52098576ec2a2,1,0.0,0.0,11.0,1,1,0,1,1,2.0,2.0,2.0,1.999559,1.999559,1.999559,2,1.999559,2.0,0.0,0.0004409999999999
0xe10c24ca7bf18640fcb35e059919348891922a3b,1,0.0,0.0,42.0,1,1,0,1,1,0.009302,0.009302,0.009302,0.008861,0.008861,0.008861,2,0.00886119716,0.00930219716,0.0,0.0004409999999999
0x3853ba76ec6ae97818e2d0e0839c9eda6c396690,1,2120149.9,10900819.014388,348.0,10,139,0,134,9,0.000921,66.97,2.223962,0.0,96.4,30.886987,149,308.8698665103068,309.1306605612962,0.0,0.260794050989432
0x501577cd4865d7d50664a1519a79f1c0e7069154,1,0.0,60355980.76,67.0,1,25,0,25,1,0.002692,18.0,4.152068,103.797259,103.797259,103.797259,26,103.79725859,103.80169859,0.0,0.0044400000000024
0x85704b506e10b10d714ead28cde947baa58f0ea4,1,0.0,0.0,1356.0,1,1,0,1,1,0.294426,0.294426,0.294426,0.251426,0.251426,0.251426,2,0.251426,0.294426,0.0,0.043
0xa6b60dd3be491aafe5aba8622b35c0ead608d3fd,1,0.0,0.0,32.0,1,1,0,1,1,0.5,0.5,0.5,0.499559,0.499559,0.499559,2,0.499559,0.5,0.0,0.000441
0x6d8a1bc0ae09ae5cfd4a7a2a59194598734ceea5,1,609519.333333,251544011.833333,23.0,3,6,0,5,1,0.047377,1.0,0.474563,0.846054,1.0,0.948685,9,2.846054,2.8473770000000003,0.0,0.0013230000000001
0xf3ae45d5a0b8efb41444101267b56e6795051fac,1,1951941.0,83888055.111111,136.0,5,18,0,14,4,0.1,4.992323,0.671095,0.000929,10.566836,2.415465,23,12.07732383,12.079717829999998,0.0,0.0023939999999971
0x8a46aa04725b2e2029bdcb924d671fd6a9c11dab,1,2213935.0,79669418.263158,202.0,6,19,0,19,6,0.001,10.995,1.350267,0.0,10.0,4.275435,25,25.652607690489468,25.655064459489463,0.0,0.0024567689999983
0xda1cc010259496d407a764c381d0e82182d68d89,1,0.0,0.0,30.0,1,1,0,1,1,10.1,10.1,10.1,10.09979,10.09979,10.09979,2,10.09979,10.1,0.0,0.0002099999999991
0x7c57981af4cee87567774b53f9da1bfceb8b944b,1,0.0,755037167.0,28.0,1,2,0,2,1,0.3,3.1,1.7,3.39979,3.39979,3.39979,3,3.39979,3.4,0.0,0.00021
0xfbc79a80ffa84253611e8f9a82f18e9e93ceee81,1,0.0,0.0,61.0,1,1,0,1,1,0.05,0.05,0.05,0.04958,0.04958,0.04958,2,0.04958,0.05,0.0,0.00042
0x943db403251105195f56ce69c7c48a6320475ab1,1,4988195.5,754961538.0,116.0,2,2,0,2,2,0.25,2.0,1.125,0.0008,2.249,1.1249,4,2.2498,2.25,0.0,0.0001999999999999
0xd754b5bf41b84bcb49cb952f858318640abc60e0,1,56252.6,36988865.707317,18.0,10,41,0,35,5,0.0,20.647811,2.025648,0.0,40.448553,8.304727,51,83.04727276254512,83.05155594254511,0.0,0.0042831799999873
0x902d0d5bb6a34307bbd1da33e61ae1654b6cbe1e,1,0.0,24379.0,2.0,0,6,1,6,0,0.01,1.0,0.34753,0.0,0.0,0.0,7,0.0,2.08518169,0.0,2.08518169
0xf0fc2d4d550253d8c165c599e0cccf221c7eb7b5,1,0.0,755032649.0,129.0,1,2,0,2,1,0.194998,15.0,7.597499,15.194557,15.194557,15.194557,3,15.19455677,15.19499777,0.0,0.0004410000000003
0x96ae446782c99e952f17626826c83bfdce53fae7,1,137268.444444,66517290.695652,58.0,18,23,0,19,13,0.005851,19.3,0.960208,0.0,37.106286,2.06146,41,37.106285746481184,22.08479301961749,0.0,-15.021492726863697
0x52005b77fbebf53cfd9527a388f58d0431aaaa3e,1,418775.588235,63026056.25,113.0,17,24,0,20,7,0.002,11.916966,1.648497,0.0079,12.8,2.326631,41,39.55273468486365,39.563929784863646,0.0,0.0111950999999947
0x1e67f055367bcbce045e1211f09355eb7411236f,1,0.0,503357034.666667,27.0,1,3,0,3,1,0.2,2.0,1.06,3.17979,3.17979,3.17979,4,3.17979,3.18,0.0,0.00021
0x316b3b83c33b20249b61ded124f2620d8e823793,1,999713.0,151551974.2,87.0,2,10,0,9,2,0.054,74.510775,15.623863,74.517344,81.71,78.113672,12,156.2273443840477,156.2386253840477,0.0,0.0112809999999967
0x0ae775637e63fa95855246fd82e96802d05883fc,1,98504.2,10328852.831081,228.0,10,148,0,137,4,0.001,14.341,1.429861,0.022257,70.0,21.161505,158,211.615052295569,211.61937829556888,0.0,0.0043259999998781
0xa3e52a23060ccdfe186822b52bf60a07451e094e,1,115460.0,755493080.5,5.0,2,2,0,2,2,0.125,0.2,0.1625,0.124,0.2,0.162,4,0.324,0.325,0.0,0.001
0xd50fcd07007255599a9a8cedd881f863bcd65eb1,1,0.0,0.0,7.0,1,1,0,1,1,0.5,0.5,0.5,0.48,0.48,0.48,2,0.48,0.5,0.0,0.02
0x6e3e57e536aab05950774945d9cdbf506865c52f,1,0.0,754941442.0,30.0,1,2,0,2,1,0.76,1.3,1.03,2.05979,2.05979,2.05979,3,2.05979,2.06,0.0,0.00021
0x2804e8b4c04c655376d18ada84d46fc345240e0a,1,0.0,0.0,12.0,1,1,0,1,1,0.3001,0.3001,0.3001,0.299659,0.299659,0.299659,2,0.299659,0.3001,0.0,0.0004409999999999
